x,y,cell_id,population ,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2699745,53.4078595,5.59E+18,10,0,1,0,0,0.25,0.25,0.5,1,2
-2.2700999,53.427634,1.40E+18,80,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2686744,53.4402212,-1.86E+18,46,0,1,0,0,0.25,0.25,0.5,1,2
-2.2684929,53.4114583,2.59E+18,57,14,10,17,13,13.5,8.333333333,2.886751346,0.617283951,0.213833433
-2.1289186,53.52135,-1.90E+17,71,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1289323,53.5258442,1.38E+18,104,2,2,1,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.1290281,53.5573033,1.85E+18,49,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1290308,53.5582022,7.45E+18,28,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1290473,53.5635951,7.33E+18,79,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1290582,53.5671905,8.91E+17,63,0,0,1,0,0.25,0.25,0.5,1,2
-2.1290637,53.5689881,-7.62E+18,100,0,1,0,0,0.25,0.25,0.5,1,2
-2.2385265,53.4330945,-2.98E+18,78,2,4,4,1,2.75,2.25,1.5,0.818181818,0.545454545
-2.2385315,53.4339933,-3.28E+18,63,4,0,1,2,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.238597,53.4456782,-3.21E+18,148,9,3,6,11,7.25,12.25,3.5,1.689655172,0.482758621
-2.2670844,53.426742,-1.27E+18,65,2,3,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.26709,53.4276408,2.63E+17,61,2,0,1,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2670957,53.4285397,-7.48E+18,56,0,0,0,1,0.25,0.25,0.5,1,2
-2.2671521,53.4375281,6.75E+18,86,0,1,0,0,0.25,0.25,0.5,1,2
-2.2369463,53.4196148,6.23E+18,137,0,1,0,0,0.25,0.25,0.5,1,2
-2.2370013,53.4295021,-5.83E+18,128,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2370413,53.4366928,-3.09E+18,68,2,4,1,1,2,2,1.414213562,1,0.707106781
-2.2669886,53.4114616,-8.91E+18,15,1,4,3,2,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2671182,53.432135,-6.19E+18,68,1,0,0,0,0.25,0.25,0.5,1,2
-2.1274293,53.5276435,-5.66E+18,61,0,0,0,1,0.25,0.25,0.5,1,2
-2.1274969,53.5501143,-6.69E+18,116,0,1,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2370964,53.4465801,6.35E+18,123,1,3,4,8,4,8.666666667,2.943920289,2.166666667,0.735980072
-2.2371365,53.4537708,3.62E+18,76,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2372469,53.4735452,-4.89E+18,246,1,0,4,1,1.5,3,1.732050808,2,1.154700538
-2.2374378,53.5077009,1.99E+18,134,0,1,0,0,0.25,0.25,0.5,1,2
-2.2642979,53.4627022,-8.28E+18,115,1,0,0,0,0.25,0.25,0.5,1,2
-2.2355411,53.4375946,-5.03E+18,95,2,1,2,5,2.5,3,1.732050808,1.2,0.692820323
-2.2356008,53.4483807,3.67E+17,102,3,2,6,9,5,10,3.16227766,2,0.632455532
-2.2356606,53.4591668,-4.20E+18,33,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2656805,53.4429245,-7.44E+18,122,1,0,0,0,0.25,0.25,0.5,1,2
-2.265731,53.451014,2.26E+18,47,0,0,0,1,0.25,0.25,0.5,1,2
-2.1259261,53.5294428,-2.44E+18,17,0,0,0,1,0.25,0.25,0.5,1,2
-2.1260063,53.5564077,2.70E+18,28,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1260117,53.5582054,6.74E+17,40,3,2,0,0,1.25,2.25,1.5,1.8,1.2
-2.1260358,53.5662948,-3.06E+18,84,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1260518,53.5716878,-5.72E+18,27,0,0,0,1,0.25,0.25,0.5,1,2
-2.2640356,53.4204568,-7.34E+17,79,13,11,12,14,12.5,1.666666667,1.290994449,0.133333333,0.103279556
-2.2640802,53.4276475,-2.07E+18,85,6,5,1,3,3.75,4.916666667,2.217355783,1.311111111,0.591294875
-2.2339765,53.4268115,4.23E+17,72,0,1,0,0,0.25,0.25,0.5,1,2
-2.2340012,53.4313057,1.35E+18,133,1,0,4,1,1.5,3,1.732050808,2,1.154700538
-2.2340358,53.4375976,4.48E+18,113,5,2,2,3,3,2,1.414213562,0.666666667,0.471404521
-2.2340556,53.441193,2.55E+18,49,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2340803,53.4456872,-2.31E+17,75,1,3,6,3,3.25,4.25,2.061552813,1.307692308,0.634323942
-2.2341298,53.4546756,7.76E+18,178,6,2,6,3,4.25,4.25,2.061552813,1,0.48507125
-2.2341347,53.4555744,7.20E+18,183,4,6,4,6,5,1.333333333,1.154700538,0.266666667,0.230940108
-2.2625752,53.4276508,-8.46E+18,56,5,5,3,2,3.75,2.25,1.5,0.6,0.4
-2.262614,53.4339427,1.29E+18,27,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2626196,53.4348416,2.05E+18,77,0,1,0,0,0.25,0.25,0.5,1,2
-2.2626917,53.4465265,-9.48E+17,67,0,1,0,0,0.25,0.25,0.5,1,2
-2.1243912,53.520456,-3.71E+18,73,0,0,0,2,0.5,1,1,2,2
-2.1244334,53.5348374,9.76E+17,189,1,2,3,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.1244466,53.5393315,3.31E+18,175,3,0,1,0,1,2,1.414213562,2,1.414213562
-2.1244677,53.5465222,2.21E+18,71,0,1,0,0,0.25,0.25,0.5,1,2
-2.124481,53.5510163,8.12E+18,39,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1245233,53.5653976,9.90E+17,68,3,0,2,2,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.2341446,53.4573721,2.69E+18,258,8,9,10,3,7.5,9.666666667,3.109126351,1.288888889,0.41455018
-2.2343875,53.5014151,-1.60E+18,91,0,0,1,0,0.25,0.25,0.5,1,2
-2.2624755,53.4114717,-4.27E+18,80,0,3,0,0,0.75,2.25,1.5,3,2
-2.2625586,53.4249543,-2.15E+18,66,4,4,5,8,5.25,3.583333333,1.892969449,0.682539683,0.360565609
-2.2609656,53.4105761,1.03E+17,48,0,0,0,1,0.25,0.25,0.5,1,2
-2.2609711,53.411475,-4.71E+18,60,1,0,0,0,0.25,0.25,0.5,1,2
-2.2610593,53.4258565,-8.85E+18,69,4,9,11,5,7.25,10.91666667,3.304037934,1.505747126,0.45572937
-2.261142,53.4393391,-1.70E+18,78,0,1,0,0,0.25,0.25,0.5,1,2
-2.261153,53.4411368,-2.30E+18,88,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2611585,53.4420356,9.41E+17,78,0,0,2,0,0.5,1,1,2,2
-2.2324912,53.4304098,-7.23E+18,128,0,0,0,1,0.25,0.25,0.5,1,2
-2.2325158,53.434904,-6.47E+18,124,2,1,0,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2325403,53.4393982,-9.16E+18,109,6,0,2,4,3,6.666666667,2.581988897,2.222222222,0.860662966
-2.2325452,53.4402971,1.98E+18,114,4,4,3,4,3.75,0.25,0.5,0.066666667,0.133333333
-2.2325649,53.4438924,-8.90E+17,74,6,5,8,1,5,8.666666667,2.943920289,1.733333333,0.588784058
-2.2325698,53.4447913,-3.55E+18,90,2,4,3,4,3.25,0.916666667,0.957427108,0.282051282,0.294592956
-2.2325747,53.4456901,6.45E+18,87,2,8,6,2,4.5,9,3,2,0.666666667
-2.2325993,53.4501843,-6.42E+18,211,10,9,7,6,8,3.333333333,1.825741858,0.416666667,0.228217732
-2.2326288,53.4555774,-1.09E+18,234,8,5,9,3,6.25,7.583333333,2.753785274,1.213333333,0.440605644
-2.2327124,53.4708576,-2.65E+18,29,0,1,0,0,0.25,0.25,0.5,1,2
-2.2327666,53.4807448,2.67E+18,196,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2626473,53.4393358,-3.13E+18,81,1,0,0,0,0.25,0.25,0.5,1,2
-2.2594667,53.4114782,9.19E+18,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.259538,53.4231632,1.67E+18,62,15,8,9,13,11.25,10.91666667,3.304037934,0.97037037,0.293692261
-2.2596421,53.4402412,9.91E+17,76,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2596915,53.4483308,-3.77E+18,137,0,0,0,1,0.25,0.25,0.5,1,2
-2.122896,53.5249517,8.61E+18,95,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1229168,53.5321424,-6.38E+18,174,2,3,1,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.122922,53.5339401,2.24E+18,233,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1229507,53.5438272,-8.32E+17,45,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2610207,53.4195646,-3.76E+18,76,15,8,14,9,11.5,12.33333333,3.511884584,1.072463768,0.305381268
-2.2611089,53.433946,7.95E+18,28,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2611199,53.4357437,-5.21E+18,64,0,2,0,0,0.5,1,1,2,2
-2.2580332,53.4231665,-6.51E+18,35,5,1,8,2,4,10,3.16227766,2.5,0.790569415
-2.2580931,53.4330537,6.31E+18,31,3,3,2,0,2,2,1.414213562,1,0.707106781
-2.2582022,53.4510305,-6.97E+18,168,0,1,0,0,0.25,0.25,0.5,1,2
-2.2582786,53.4636143,-8.05E+18,102,1,0,0,0,0.25,0.25,0.5,1,2
-2.2310106,53.4349069,4.78E+17,107,1,0,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2310594,53.4438954,8.24E+18,45,0,3,0,3,1.5,3,1.732050808,2,1.154700538
-2.2310789,53.4474907,6.03E+18,68,1,1,5,4,2.75,4.25,2.061552813,1.545454545,0.749655568
-2.2311571,53.4618722,-8.37E+18,76,2,2,2,3,2.25,0.25,0.5,0.111111111,0.222222222
-2.2312157,53.4726582,7.28E+18,162,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2312647,53.4816466,1.97E+18,72,1,1,1,1,1,0,0,0,0
-2.121385,53.5240545,8.43E+18,128,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.121403,53.5303463,3.44E+18,170,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.1214133,53.5339416,-7.22E+18,144,0,2,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1214236,53.537537,-5.47E+18,126,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1214314,53.5402335,-4.49E+18,43,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.121452,53.5474241,6.18E+18,103,2,0,0,0,0.5,1,1,2,2
-2.1214546,53.5483229,-6.12E+18,291,1,2,2,8,3.25,10.25,3.201562119,3.153846154,0.985096037
-2.1215139,53.568996,3.81E+18,17,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1216406,53.6130384,5.43E+18,56,0,0,0,1,0.25,0.25,0.5,1,2
-2.2597464,53.4573191,-2.66E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.2566043,53.4357535,7.95E+18,11,1,0,0,0,0.25,0.25,0.5,1,2
-2.2566259,53.4393489,3.04E+18,70,2,0,2,2,1.5,1,1,0.666666667,0.666666667
-2.229486,53.4313145,-6.68E+18,69,0,0,0,1,0.25,0.25,0.5,1,2
-2.2295151,53.4367075,-5.16E+18,39,0,0,1,0,0.25,0.25,0.5,1,2
-2.229583,53.4492913,-6.18E+18,39,4,1,2,3,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2580168,53.4204699,1.61E+18,78,10,9,8,8,8.75,0.916666667,0.957427108,0.104761905,0.109420241
-2.2581749,53.4465363,-5.69E+18,122,0,0,2,0,0.5,1,1,2,2
-2.2581913,53.4492329,-2.94E+18,45,0,0,0,1,0.25,0.25,0.5,1,2
-2.2582186,53.4537271,-1.32E+18,114,1,0,0,0,0.25,0.25,0.5,1,2
-2.1199403,53.5465268,-3.32E+18,126,1,1,0,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.119981,53.5609081,-2.86E+18,64,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1199912,53.5645034,3.92E+18,132,2,0,1,3,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2551475,53.4438463,8.79E+18,22,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2280291,53.4403058,-4.55E+18,80,2,0,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2280917,53.4519907,-8.03E+18,35,0,4,1,1,1.5,3,1.732050808,2,1.154700538
-2.1184286,53.5456295,6.28E+18,289,0,2,5,2,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.1184386,53.5492248,-7.71E+18,141,1,1,1,3,1.5,1,1,0.666666667,0.666666667
-2.1184437,53.5510225,-8.19E+18,104,2,0,2,3,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.1184562,53.5555166,7.33E+18,60,2,2,1,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1184663,53.5591119,-1.66E+18,48,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2566314,53.4402477,-4.66E+18,174,3,4,6,4,4.25,1.583333333,1.258305739,0.37254902,0.296071939
-2.2566422,53.4420454,-8.60E+18,48,1,0,0,0,0.25,0.25,0.5,1,2
-2.2267873,53.4897448,6.61E+18,64,0,1,0,0,0.25,0.25,0.5,1,2
-2.2536206,53.4402541,7.57E+18,79,1,3,4,2,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.253642,53.4438495,1.20E+18,79,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2536956,53.4528379,5.54E+18,72,0,1,0,0,0.25,0.25,0.5,1,2
-2.2550129,53.4213753,-8.71E+18,47,3,3,5,1,3,2.666666667,1.632993162,0.888888889,0.544331054
-2.2550829,53.4330602,2.10E+18,22,2,2,0,2,1.5,1,1,0.666666667,0.666666667
-2.1168797,53.5312497,-6.79E+18,179,3,1,0,0,1,2,1.414213562,2,1.414213562
-2.116907,53.5411368,1.41E+18,20,0,1,0,0,0.25,0.25,0.5,1,2
-2.1169691,53.5636076,-5.79E+18,71,0,0,0,2,0.5,1,1,2,2
-2.1170263,53.5842806,7.85E+18,45,0,0,0,1,0.25,0.25,0.5,1,2
-2.2521152,53.4402573,-2.90E+18,61,2,1,3,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2235129,53.4403143,-6.72E+18,97,1,0,3,2,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2235271,53.4430109,1.54E+18,190,4,4,1,3,3,2,1.414213562,0.666666667,0.471404521
-2.2236642,53.4690772,-5.61E+18,77,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.223773,53.4897505,-8.40E+18,126,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2238536,53.5050307,3.78E+18,31,0,1,0,0,0.25,0.25,0.5,1,2
-2.2535242,53.424075,1.72E+18,40,1,3,2,3,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.2536313,53.4420518,4.87E+18,96,1,4,1,2,2,2,1.414213562,1,0.707106781
-2.2536742,53.4492425,-6.65E+18,99,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2536795,53.4501414,5.03E+18,35,0,0,1,0,0.25,0.25,0.5,1,2
-2.2537385,53.4600286,-5.49E+18,71,0,0,0,1,0.25,0.25,0.5,1,2
-2.1153613,53.5276558,-2.99E+18,99,2,0,2,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2506204,53.4420582,-6.16E+18,100,3,3,3,5,3.5,1,1,0.285714286,0.285714286
-2.2506257,53.442957,5.47E+18,119,5,2,3,3,3.25,1.583333333,1.258305739,0.487179487,0.387170997
-2.2506416,53.4456535,-9.18E+18,47,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2507264,53.460035,6.90E+18,38,0,0,1,0,0.25,0.25,0.5,1,2
-2.2508961,53.4887977,1.51E+17,64,0,0,1,0,0.25,0.25,0.5,1,2
-2.1154079,53.5447336,-8.66E+18,192,0,1,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1154103,53.5456324,1.29E+18,102,1,2,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.1154201,53.5492278,1.80E+18,162,2,0,0,4,1.5,3.666666667,1.914854216,2.444444444,1.276569477
-2.115425,53.5510254,-6.64E+18,93,2,1,0,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2219747,53.4340252,4.50E+18,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.2221061,53.4591928,4.95E+18,62,1,2,2,4,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2221343,53.4645859,-2.05E+18,125,4,2,5,6,4.25,2.916666667,1.707825128,0.68627451,0.401841207
-2.2221531,53.4681812,-2.27E+18,113,0,4,2,5,2.75,4.916666667,2.217355783,1.787878788,0.806311194
-2.2521312,53.4429539,1.61E+18,96,0,4,1,3,2,3.333333333,1.825741858,1.666666667,0.912870929
-2.2521578,53.4474481,-7.46E+18,125,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2521685,53.4492457,2.41E+18,110,2,0,2,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.1138577,53.5294549,2.46E+18,19,0,1,0,0,0.25,0.25,0.5,1,2
-2.1139133,53.5501281,2.02E+17,118,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1139423,53.560914,5.62E+18,39,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1139447,53.5618128,2.45E+18,55,1,0,0,0,0.25,0.25,0.5,1,2
-2.2490045,53.4231857,-4.64E+18,96,0,2,2,5,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.2490571,53.4321741,-6.55E+18,19,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.2492256,53.460937,8.12E+18,220,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2204928,53.4385223,8.03E+17,161,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2204975,53.4394211,8.42E+18,81,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2205068,53.4412188,8.68E+18,210,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2205721,53.4538026,7.91E+18,86,3,3,2,2,2.5,0.333333333,0.577350269,0.133333333,0.230940108
-2.2207167,53.4816666,3.07E+18,221,3,1,4,3,2.75,1.583333333,1.258305739,0.575757576,0.457565723
-2.2207214,53.4825654,-6.65E+18,6,1,0,0,0,0.25,0.25,0.5,1,2
-2.2207634,53.4906549,9.16E+18,38,0,0,1,0,0.25,0.25,0.5,1,2
-2.2208242,53.5023398,2.51E+17,79,0,0,0,1,0.25,0.25,0.5,1,2
-2.2507105,53.4573385,4.99E+18,115,1,0,0,0,0.25,0.25,0.5,1,2
-2.2190014,53.4412216,4.74E+18,140,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1123968,53.547433,7.47E+18,203,0,4,0,1,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.112447,53.5663084,-7.68E+18,56,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1124948,53.584285,4.86E+18,51,0,0,0,1,0.25,0.25,0.5,1,2
-2.219043,53.4493111,6.76E+18,72,2,2,0,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2190754,53.455603,-7.18E+18,53,0,0,0,2,0.5,1,1,2,2
-2.2191032,53.4609961,-2.30E+18,115,4,2,5,6,4.25,2.916666667,1.707825128,0.68627451,0.401841207
-2.2191079,53.4618949,-2.00E+18,78,1,1,0,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2191264,53.4654903,8.70E+18,174,3,4,5,1,3.25,2.916666667,1.707825128,0.897435897,0.525484655
-2.219196,53.4789728,-8.55E+18,455,9,6,8,13,9,8.666666667,2.943920289,0.962962963,0.327102254
-2.2192052,53.4807705,7.38E+18,227,4,4,1,1,2.5,3,1.732050808,1.2,0.692820323
-2.2192423,53.4879612,-8.17E+18,26,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2192609,53.4915565,-1.11E+18,47,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2490466,53.4303764,-1.27E+18,230,13,25,14,17,17.25,29.58333333,5.439056291,1.714975845,0.315307611
-2.2491308,53.4447579,1.11E+18,63,1,5,4,2,3,3.333333333,1.825741858,1.111111111,0.608580619
-2.2491518,53.4483532,7.31E+18,141,0,0,3,1,1,2,1.414213562,2,1.414213562
-2.2492994,53.4735207,4.84E+18,370,0,2,0,0,0.5,1,1,2,2
-2.110857,53.5357496,-1.14E+18,121,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.1108947,53.5501309,-5.13E+18,25,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1109418,53.5681075,-6.43E+18,20,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1110481,53.6085546,-2.36E+18,23,0,0,1,0,0.25,0.25,0.5,1,2
-2.2175281,53.4475162,7.83E+18,80,0,0,3,1,1,2,1.414213562,2,1.414213562
-2.2175511,53.4520104,5.29E+18,171,3,2,4,4,3.25,0.916666667,0.957427108,0.282051282,0.294592956
-2.2175557,53.4529093,7.77E+18,95,1,2,3,0,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.2176063,53.4627965,-7.41E+18,51,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2176109,53.4636953,-8.48E+18,159,2,4,6,6,4.5,3.666666667,1.914854216,0.814814815,0.425523159
-2.2176155,53.4645942,-8.43E+18,135,12,1,4,3,5,23.33333333,4.830458915,4.666666667,0.966091783
-2.2177491,53.4906605,1.33E+18,97,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2178367,53.5077383,-4.51E+18,92,0,1,0,0,0.25,0.25,0.5,1,2
-2.2444953,53.4240938,2.50E+18,153,1,1,2,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2445108,53.4267904,1.98E+18,126,3,3,6,0,3,6,2.449489743,2,0.816496581
-2.2445418,53.4321834,-7.99E+18,141,5,16,5,8,8.5,27,5.196152423,3.176470588,0.61131205
-2.2445728,53.4375765,-2.14E+18,20,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2446245,53.4465649,-5.00E+18,17,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2446555,53.4519579,7.95E+18,40,0,0,0,1,0.25,0.25,0.5,1,2
-2.2446607,53.4528568,5.99E+18,146,3,1,1,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.244671,53.4546544,1.91E+18,168,4,0,1,1,1.5,3,1.732050808,2,1.154700538
-2.1094249,53.5654124,-3.94E+18,96,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2475206,53.4267842,2.49E+18,19,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2477299,53.4627378,4.32E+17,210,0,1,0,0,0.25,0.25,0.5,1,2
-2.2160042,53.4439236,-3.23E+18,615,6,5,6,1,4.5,5.666666667,2.380476143,1.259259259,0.528994698
-2.2160316,53.4493166,-7.46E+18,37,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2160773,53.458305,-7.32E+18,162,5,10,9,2,6.5,13.66666667,3.696845502,2.102564103,0.568745462
-2.2160864,53.4601027,4.68E+18,69,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2160956,53.4619004,8.20E+17,110,4,4,1,3,3,2,1.414213562,0.666666667,0.471404521
-2.2161093,53.4645969,1.67E+18,107,4,2,3,1,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2430624,53.4366807,5.27E+18,82,1,2,8,2,3.25,10.25,3.201562119,3.153846154,0.985096037
-2.2459742,53.4195965,6.19E+18,128,0,0,1,0,0.25,0.25,0.5,1,2
-2.2460625,53.4348769,-3.04E+18,47,1,2,3,4,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2461353,53.4474606,-6.21E+18,34,3,3,1,1,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.2461405,53.4483595,-2.55E+18,11,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.107796,53.5186745,-4.19E+18,96,1,0,0,0,0.25,0.25,0.5,1,2
-2.1078807,53.5519313,5.98E+18,101,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1079656,53.585188,3.57E+18,47,1,0,0,0,0.25,0.25,0.5,1,2
-2.1079725,53.5878845,3.51E+18,37,0,0,0,1,0.25,0.25,0.5,1,2
-2.2144761,53.4394321,-5.80E+18,175,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.214535,53.451117,-3.06E+18,43,4,0,1,0,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.2145849,53.4610043,-5.20E+18,90,7,1,1,0,2.25,10.25,3.201562119,4.555555556,1.422916497
-2.2148121,53.5059461,2.27E+18,53,0,1,0,0,0.25,0.25,0.5,1,2
-2.2415316,53.4321896,7.32E+18,31,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2415367,53.4330884,-3.02E+18,83,5,5,2,2,3.5,3,1.732050808,0.857142857,0.494871659
-2.2415571,53.4366838,7.33E+18,81,5,3,2,4,3.5,1.666666667,1.290994449,0.476190476,0.368855557
-2.2416797,53.4582559,2.76E+18,26,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2416899,53.4600536,-2.43E+18,56,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2417154,53.4645478,7.12E+17,60,0,1,0,0,0.25,0.25,0.5,1,2
-2.2445263,53.4294869,-9.13E+16,14,2,0,0,0,0.5,1,1,2,2
-2.2445315,53.4303857,-2.37E+18,127,5,5,6,5,5.25,0.25,0.5,0.047619048,0.095238095
-2.2445676,53.4366776,8.88E+18,38,1,2,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2446658,53.4537556,-7.65E+18,130,4,2,3,1,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.1063307,53.5357537,2.20E+18,194,1,1,3,3,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.1063623,53.5483374,7.38E+18,100,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1063646,53.5492362,3.97E+18,48,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1063714,53.5519327,7.95E+18,110,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.106412,53.5681116,7.53E+18,38,2,0,0,0,0.5,1,1,2,2
