x,y,cell_id,population ,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.2326042,53.4510832,4.72E+18,105,6,4,6,5,5.25,0.916666667,0.957427108,0.174603175,0.182367068
-2.232619,53.4537797,6.59E+18,200,10,10,8,11,9.75,1.583333333,1.258305739,0.162393162,0.129056999
-2.2326386,53.4573751,1.63E+18,215,7,5,9,6,6.75,2.916666667,1.707825128,0.432098765,0.25301113
-2.2326583,53.4609704,-7.13E+17,67,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.232742,53.4762507,1.38E+18,218,0,0,1,0,0.25,0.25,0.5,1,2
-2.2327863,53.4843402,5.17E+18,73,0,0,1,0,0.25,0.25,0.5,1,2
-2.232806,53.4879355,-6.86E+18,171,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2310252,53.4376035,-8.54E+18,22,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2310496,53.4420977,-3.90E+18,135,2,0,2,5,2.25,4.25,2.061552813,1.888888889,0.916245695
-2.2310643,53.4447942,-6.17E+18,67,4,1,2,2,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2310838,53.4483896,6.19E+18,74,2,4,2,3,2.75,0.916666667,0.957427108,0.333333333,0.348155312
-2.231118,53.4546815,8.94E+18,128,8,0,8,7,5.75,14.91666667,3.862210075,2.594202899,0.671688709
-2.2311229,53.4555803,-8.70E+18,183,4,4,7,8,5.75,4.25,2.061552813,0.739130435,0.358530924
-2.2312598,53.4807478,-5.77E+18,288,1,1,1,1,1,0,0,0,0
-2.2295248,53.4385052,5.49E+18,106,1,1,1,3,1.5,1,1,0.666666667,0.666666667
-2.2295442,53.4421006,-6.84E+18,55,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.229753,53.4807507,-5.11E+18,114,0,0,1,0,0.25,0.25,0.5,1,2
-2.2297724,53.484346,-4.63E+18,90,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2279905,53.433115,9.05E+18,75,0,0,0,1,0.25,0.25,0.5,1,2
-2.2280869,53.4510919,5.30E+18,188,2,13,0,8,5.75,34.91666667,5.909032634,6.072463768,1.027657849
-2.2281158,53.4564849,8.58E+18,137,3,6,2,4,3.75,2.916666667,1.707825128,0.777777778,0.455420034
-2.2265045,53.4367133,-4.99E+18,216,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2266722,53.4681727,-5.08E+17,98,2,1,0,4,1.75,2.916666667,1.707825128,1.666666667,0.975900073
-2.2266818,53.4699704,-2.39E+18,59,2,0,0,0,0.5,1,1,2,2
-2.2267297,53.4789588,-3.61E+18,103,0,0,2,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2250278,53.4421092,6.10E+18,138,1,2,2,4,2.25,1.583333333,1.258305739,0.703703704,0.559246995
-2.2250326,53.443008,7.98E+17,143,1,0,1,5,1.75,4.916666667,2.217355783,2.80952381,1.267060447
-2.2250849,53.4528953,-2.14E+18,182,6,2,7,4,4.75,4.916666667,2.217355783,1.035087719,0.466811744
-2.2251515,53.465479,-8.60E+18,50,3,2,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2234893,53.4358201,-1.90E+18,233,0,0,1,0,0.25,0.25,0.5,1,2
-2.2235035,53.4385167,5.62E+18,197,0,1,0,0,0.25,0.25,0.5,1,2
-2.2235743,53.4519993,8.23E+18,84,5,2,2,2,2.75,2.25,1.5,0.818181818,0.545454545
-2.2236121,53.45919,-2.72E+17,147,10,2,6,4,5.5,11.66666667,3.415650255,2.121212121,0.621027319
-2.2237494,53.4852563,-8.20E+18,12,0,1,0,0,0.25,0.25,0.5,1,2
-2.2219841,53.4358229,-7.00E+18,65,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2219888,53.4367218,-4.75E+18,129,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2220216,53.4430137,-9.91E+17,71,1,0,0,0,0.25,0.25,0.5,1,2
-2.2220638,53.4511033,-8.78E+18,56,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2221484,53.4672824,-8.79E+18,30,0,0,0,1,0.25,0.25,0.5,1,2
-2.2222659,53.4897533,6.18E+18,66,1,1,1,1,1,0,0,0,0
-2.22228,53.4924498,-8.23E+18,84,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2204882,53.4376234,-7.81E+18,125,0,1,0,0,0.25,0.25,0.5,1,2
-2.2207074,53.4798689,2.29E+18,162,3,2,1,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2207307,53.4843631,-6.62E+18,65,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2207447,53.4870596,2.77E+18,53,0,0,1,0,0.25,0.25,0.5,1,2
-2.2190477,53.45021,6.35E+18,40,0,2,2,0,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.2190569,53.4520077,3.41E+18,111,1,2,6,5,3.5,5.666666667,2.380476143,1.619047619,0.680136041
-2.219094,53.4591984,6.89E+18,108,8,2,5,2,4.25,8.25,2.872281323,1.941176471,0.6758309
-2.2192238,53.4843659,-1.27E+18,352,2,4,3,1,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2192331,53.4861635,-5.00E+18,47,0,0,0,2,0.5,1,1,2,2
-2.2193213,53.5032414,4.17E+18,75,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2174822,53.4385278,3.95E+18,119,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2175143,53.4448197,8.95E+18,1072,11,9,6,3,7.25,12.25,3.5,1.689655172,0.482758621
-2.2175327,53.448415,-4.46E+18,50,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2175879,53.4592011,-3.31E+18,351,12,14,10,9,11.25,4.916666667,2.217355783,0.437037037,0.197098292
-2.2176938,53.4798744,7.74E+18,70,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2177214,53.4852674,-2.46E+17,56,1,0,3,0,1,2,1.414213562,2,1.414213562
-2.2177261,53.4861663,1.83E+18,74,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2159677,53.4367328,9.15E+18,198,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2159905,53.441227,-2.04E+18,76,0,1,0,0,0.25,0.25,0.5,1,2
-2.216059,53.4547097,-7.07E+18,190,8,5,4,4,5.25,3.583333333,1.892969449,0.682539683,0.360565609
-2.2161047,53.4636981,-1.07E+18,94,2,7,5,1,3.75,7.583333333,2.753785274,2.022222222,0.73434274
-2.2161139,53.4654958,2.87E+18,162,4,5,3,2,3.5,1.666666667,1.290994449,0.476190476,0.368855557
-2.2162374,53.4897644,-2.79E+18,55,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2162419,53.4906632,7.23E+18,96,0,0,1,0,0.25,0.25,0.5,1,2
-2.2145803,53.4601054,-2.79E+18,150,2,6,4,3,3.75,2.916666667,1.707825128,0.777777778,0.455420034
-2.214603,53.4645996,1.68E+18,150,3,6,4,2,3.75,2.916666667,1.707825128,0.777777778,0.455420034
-2.2146167,53.4672961,4.49E+18,106,0,0,4,2,1.5,3.666666667,1.914854216,2.444444444,1.276569477
-2.2146802,53.4798799,-6.99E+18,49,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2146848,53.4807787,-8.61E+18,56,0,0,2,0,0.5,1,1,2,2
-2.2146893,53.4816776,-7.78E+18,64,2,2,1,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2147757,53.4987554,-4.03E+18,104,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2148394,53.5113391,7.44E+17,28,0,1,0,0,0.25,0.25,0.5,1,2
-2.2148667,53.5167321,-6.36E+18,120,1,0,0,0,0.25,0.25,0.5,1,2
-2.2149441,53.5320122,1.96E+18,112,0,0,1,0,0.25,0.25,0.5,1,2
-2.2130067,53.4466255,-7.77E+18,27,1,0,0,0,0.25,0.25,0.5,1,2
-2.2130562,53.4565128,6.18E+18,183,2,3,2,6,3.25,3.583333333,1.892969449,1.102564103,0.582452138
-2.2130923,53.4637035,-9.05E+18,93,2,5,0,3,2.5,4.333333333,2.081665999,1.733333333,0.8326664
-2.2132095,53.4870733,-3.61E+18,115,0,2,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2115458,53.4556166,7.93E+17,159,4,1,2,1,2,2,1.414213562,1,0.707106781
-2.2115503,53.4565154,-3.46E+18,225,4,8,4,3,4.75,4.916666667,2.217355783,1.035087719,0.466811744
-2.2115592,53.4583131,5.30E+18,139,2,4,4,5,3.75,1.583333333,1.258305739,0.422222222,0.335548197
-2.2116532,53.4771888,8.85E+18,50,1,0,0,0,0.25,0.25,0.5,1,2
-2.211707,53.4879748,5.06E+18,80,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.211846,53.5158387,1.21E+18,94,0,0,0,1,0.25,0.25,0.5,1,2
-2.210031,53.4538216,6.58E+18,58,3,2,0,0,1.25,2.25,1.5,1.8,1.2
-2.2100532,53.4583158,-7.28E+18,82,1,1,3,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.2100576,53.4592146,5.80E+18,148,3,0,2,3,2,2,1.414213562,1,0.707106781
-2.2100665,53.4610123,7.06E+18,51,0,0,1,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2084987,53.4484312,8.15E+18,76,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2085472,53.4583184,-5.50E+18,126,1,3,1,1,1.5,1,1,0.666666667,0.666666667
-2.2085516,53.4592173,-3.42E+18,63,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2085957,53.4682057,4.30E+18,34,1,0,1,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.2086619,53.4816882,4.92E+18,95,2,2,1,5,2.5,3,1.732050808,1.2,0.692820323
-2.2087459,53.4987661,3.51E+18,22,0,0,0,1,0.25,0.25,0.5,1,2
-2.208821,53.5140463,5.03E+18,37,1,0,0,0,0.25,0.25,0.5,1,2
-2.2088786,53.5257311,-2.15E+18,114,0,0,1,0,0.25,0.25,0.5,1,2
-2.2070718,53.4646129,-3.63E+18,151,2,3,3,3,2.75,0.25,0.5,0.090909091,0.181818182
-2.207313,53.5140489,-5.68E+17,87,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2055091,53.4529306,-6.23E+18,86,0,3,0,0,0.75,2.25,1.5,3,2
-2.2056351,53.478997,-7.04E+17,54,1,1,4,0,1.5,3,1.732050808,2,1.154700538
-2.205683,53.4888842,-4.85E+18,16,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2056917,53.4906818,1.37E+18,161,2,3,2,2,2.25,0.25,0.5,0.111111111,0.222222222
-2.204137,53.4807972,-8.52E+18,98,3,2,3,4,3,0.666666667,0.816496581,0.222222222,0.272165527
-2.2043663,53.5284354,8.16E+18,72,0,0,1,0,0.25,0.25,0.5,1,2
-2.202446,53.4421496,2.16E+18,134,0,0,0,1,0.25,0.25,0.5,1,2
-2.2026045,53.4754068,-4.81E+18,65,0,0,2,0,0.5,1,1,2,2
-2.2026216,53.4790021,2.58E+18,140,2,3,3,4,3,0.666666667,0.816496581,0.222222222,0.272165527
-2.2026345,53.4816986,6.57E+18,7,0,0,0,1,0.25,0.25,0.5,1,2
-2.202759,53.5077649,3.31E+18,106,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2012725,53.5122616,9.06E+18,38,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2012768,53.5131604,7.76E+17,36,0,1,0,0,0.25,0.25,0.5,1,2
-2.2012896,53.5158569,5.87E+18,83,0,2,0,0,0.5,1,1,2,2
-2.1994815,53.452042,3.29E+18,110,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1996166,53.4808049,5.46E+17,61,2,3,3,1,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.1997476,53.5086688,5.59E+18,117,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1997773,53.5149606,-4.24E+18,66,2,0,0,0,0.5,1,1,2,2
-2.1980427,53.466426,3.80E+18,97,2,0,3,2,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.1980888,53.4763132,8.33E+18,45,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.1981014,53.4790097,4.38E+18,35,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1981055,53.4799085,-4.14E+18,80,0,4,1,1,1.5,3,1.732050808,2,1.154700538
-2.1982314,53.5068736,-7.48E+18,38,0,1,0,0,0.25,0.25,0.5,1,2
-2.1982524,53.5113678,-4.14E+18,72,0,1,0,0,0.25,0.25,0.5,1,2
-2.1982608,53.5131655,8.48E+18,184,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1983407,53.5302433,-8.01E+18,60,1,0,0,0,0.25,0.25,0.5,1,2
-2.1964657,53.4511481,-4.30E+18,73,0,1,0,0,0.25,0.25,0.5,1,2
-2.1964907,53.4565412,6.41E+18,16,0,1,0,0,0.25,0.25,0.5,1,2
-2.1964948,53.45744,-4.09E+18,71,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1965988,53.479911,7.74E+18,116,5,0,5,2,3,6,2.449489743,2,0.816496581
-2.1966279,53.4862029,-8.74E+18,196,3,5,6,5,4.75,1.583333333,1.258305739,0.333333333,0.264906471
-2.1967987,53.5230551,7.51E+18,61,0,0,1,0,0.25,0.25,0.5,1,2
-2.1950053,53.4610379,1.14E+18,90,0,1,0,0,0.25,0.25,0.5,1,2
-2.195125,53.4871042,4.03E+17,32,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1952614,53.5167658,3.13E+18,86,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.193536,53.4691299,3.80E+18,15,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1936795,53.5005892,4.50E+18,45,0,1,0,0,0.25,0.25,0.5,1,2
-2.1936918,53.5032857,3.19E+18,32,0,2,0,0,0.5,1,1,2,2
-2.1937903,53.5248577,7.83E+18,62,0,1,0,0,0.25,0.25,0.5,1,2
-2.1920215,53.4673346,-2.97E+18,77,0,0,1,3,1,2,1.414213562,2,1.414213562
-2.192054,53.4745254,-4.85E+18,36,0,0,3,0,0.75,2.25,1.5,3,2
-2.1921842,53.5032882,4.63E+18,11,1,0,0,0,0.25,0.25,0.5,1,2
-2.1922004,53.5068835,-4.06E+18,62,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1922127,53.50958,6.05E+18,60,1,1,1,1,1,0,0,0,0
-2.1904306,53.4484614,5.21E+18,230,0,0,1,0,0.25,0.25,0.5,1,2
-2.1905071,53.4655394,2.16E+18,89,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1905998,53.4862127,-5.95E+18,58,3,1,1,0,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1906685,53.5014929,6.64E+18,74,1,1,1,1,1,0,0,0,0
-2.1906967,53.5077847,6.91E+18,192,6,3,1,1,2.75,5.583333333,2.362907813,2.03030303,0.859239205
-2.1907048,53.5095824,-7.50E+18,87,1,0,0,3,1,2,1.414213562,2,1.414213562
-2.1907129,53.5113801,-1.23E+18,5,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.190721,53.5131777,5.96E+18,58,2,0,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.1890368,53.4736313,-2.16E+18,5,0,0,1,0,0.25,0.25,0.5,1,2
-2.1890408,53.4745302,6.91E+17,68,0,2,0,0,0.5,1,1,2,2
-2.1890528,53.4772267,-8.94E+18,34,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1891769,53.5050906,-7.48E+18,21,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1892571,53.5230673,8.99E+18,47,0,1,0,0,0.25,0.25,0.5,1,2
-2.1875937,53.4880151,5.69E+18,80,1,2,3,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.1876494,53.5005988,-6.35E+18,29,0,0,0,1,0.25,0.25,0.5,1,2
-2.1876812,53.5077895,1.63E+18,26,0,0,1,0,0.25,0.25,0.5,1,2
-2.1878045,53.5356533,-2.20E+17,44,0,0,0,1,0.25,0.25,0.5,1,2
-2.1860709,53.4844221,-7.97E+18,102,2,0,3,0,1.25,2.25,1.5,1.8,1.2
-2.1861458,53.5015,-6.63E+18,102,3,2,2,1,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.1861813,53.5095896,7.65E+18,72,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1862207,53.5185779,6.70E+18,94,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1862958,53.5356557,-4.42E+18,81,0,0,0,1,0.25,0.25,0.5,1,2
-2.1845405,53.4790314,-1.39E+18,28,0,0,1,0,0.25,0.25,0.5,1,2
-2.184564,53.4844245,5.64E+18,27,0,0,2,0,0.5,1,1,2,2
-2.184603,53.4934129,-6.21E+18,47,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1846187,53.4970082,4.60E+18,42,3,1,1,2,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.1830764,53.488921,7.53E+18,37,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1831423,53.5042012,-8.71E+17,56,1,1,1,1,1,0,0,0,0
-2.1832238,53.5230767,9.12E+18,247,2,1,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.183286,53.537458,3.89E+18,79,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1814617,53.4637558,-4.80E+18,78,0,1,0,0,0.25,0.25,0.5,1,2
-2.1816,53.496114,-2.27E+18,99,2,3,1,2,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.1816039,53.4970128,8.73E+18,76,1,1,1,1,1,0,0,0,0
-2.1817001,53.5194837,6.90E+18,27,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1817194,53.5239779,-6.32E+17,93,1,0,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1817772,53.5374603,1.43E+18,100,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1800164,53.4781395,-2.44E+17,65,3,0,2,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.1800393,53.4835325,-6.12E+17,31,0,0,1,0,0.25,0.25,0.5,1,2
-2.1800583,53.4880267,5.13E+18,110,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1800812,53.4934198,-2.14E+18,37,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1801614,53.5122953,4.91E+18,93,2,3,2,1,2,0.666666667,0.816496581,0.333333333,0.40824829
-2.1801728,53.5149918,-1.52E+18,117,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1801957,53.5203848,3.54E+18,84,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1802607,53.535665,-8.10E+18,83,1,2,2,0,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1803066,53.5464509,5.87E+18,84,1,2,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.180341,53.5545404,8.18E+18,63,1,0,0,0,0.25,0.25,0.5,1,2
-2.1785513,53.488029,9.03E+16,71,3,3,1,0,1.75,2.25,1.5,1.285714286,0.857142857
-2.178555,53.4889278,8.72E+18,105,2,1,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.1785777,53.4943209,-5.44E+18,82,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.1785966,53.498815,5.52E+18,102,0,2,2,2,1.5,1,1,0.666666667,0.666666667
-2.1786118,53.5024104,6.12E+17,5,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1786193,53.5042081,-6.69E+18,63,1,1,5,0,1.75,4.916666667,2.217355783,2.80952381,1.267060447
-2.1786383,53.5087022,-6.37E+18,94,1,1,2,3,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.1786496,53.5113987,1.63E+18,24,0,0,1,0,0.25,0.25,0.5,1,2
-2.1786875,53.5203871,3.17E+18,44,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1786951,53.5221847,6.77E+18,78,0,5,1,0,1.5,5.666666667,2.380476143,3.777777778,1.586984095
-2.1787102,53.5257801,5.86E+18,42,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1788088,53.5491497,-1.56E+18,78,0,1,0,0,0.25,0.25,0.5,1,2
-2.1769505,53.4655602,-6.66E+18,80,0,1,0,0,0.25,0.25,0.5,1,2
-2.1770479,53.4889301,-8.19E+18,18,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1770967,53.500615,9.15E+18,60,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1771492,53.5131987,-5.72E+18,21,0,1,0,0,0.25,0.25,0.5,1,2
-2.1771905,53.5230858,-1.68E+18,86,2,0,2,4,2,2.666666667,1.632993162,1.333333333,0.816496581
-2.1771943,53.5239847,4.56E+18,58,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1754443,53.4655625,-4.78E+17,106,1,0,0,0,0.25,0.25,0.5,1,2
-2.1756003,53.5033137,-5.32E+18,24,1,0,0,0,0.25,0.25,0.5,1,2
-2.1756859,53.5239869,9.08E+18,114,1,3,0,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1756897,53.5248857,-3.39E+18,56,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1756971,53.5266834,5.29E+17,35,0,0,1,0,0.25,0.25,0.5,1,2
-2.1757456,53.5383682,8.12E+18,6,0,1,0,0,0.25,0.25,0.5,1,2
-2.1757791,53.5464577,7.81E+18,82,0,1,0,0,0.25,0.25,0.5,1,2
-2.175794,53.550053,6.31E+18,70,0,1,0,0,0.25,0.25,0.5,1,2
-2.1739453,53.4673624,-5.57E+18,76,0,1,0,0,0.25,0.25,0.5,1,2
-2.1740042,53.4817438,-7.24E+17,44,2,0,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.1740116,53.4835415,1.28E+18,106,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.1740521,53.4934287,7.87E+18,45,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1740632,53.4961252,7.66E+18,28,2,0,0,0,0.5,1,1,2,2
-2.1740779,53.4997206,-6.86E+18,139,3,6,2,3,3.5,3,1.732050808,0.857142857,0.494871659
-2.1741517,53.5176973,-3.40E+18,48,0,0,0,2,0.5,1,1,2,2
-2.1741665,53.5212926,7.69E+18,135,1,3,2,5,2.75,2.916666667,1.707825128,1.060606061,0.621027319
-2.1743069,53.5554482,-2.51E+18,97,0,1,0,0,0.25,0.25,0.5,1,2
-2.1724718,53.4754541,-9.05E+18,118,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1724828,53.4781506,-3.82E+18,19,1,0,0,0,0.25,0.25,0.5,1,2
-2.172512,53.4853413,-7.76E+18,85,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1725449,53.4934309,-2.72E+18,84,1,1,3,1,1.5,1,1,0.666666667,0.666666667
-2.1725595,53.4970262,-3.94E+18,21,0,0,1,0,0.25,0.25,0.5,1,2
-2.1725851,53.5033181,2.11E+18,65,2,1,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1725887,53.5042169,2.99E+18,81,3,1,1,3,2,1.333333333,1.154700538,0.666666667,0.577350269
-2.1726509,53.5194971,8.92E+18,35,0,0,1,0,0.25,0.25,0.5,1,2
-2.1726656,53.5230925,4.52E+18,87,2,1,3,1,1.75,0.916666667,0.957427108,0.523809524,0.547101204
-2.1727608,53.5464621,1.57E+18,123,0,1,0,0,0.25,0.25,0.5,1,2
-2.1710521,53.4970284,-9.21E+18,35,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1710738,53.5024214,5.39E+18,21,0,2,0,0,0.5,1,1,2,2
-2.1711101,53.5114098,-8.20E+18,28,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1711246,53.5150051,-6.13E+18,60,2,0,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1694873,53.4826492,4.52E+18,149,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1695016,53.4862445,-5.75E+18,210,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1696022,53.5114119,-7.44E+18,28,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1696165,53.5150073,6.95E+18,59,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1696381,53.5204003,5.03E+18,73,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1696417,53.5212991,8.93E+18,88,1,1,2,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1697353,53.5446687,8.50E+17,78,0,0,1,0,0.25,0.25,0.5,1,2
-2.1697389,53.5455676,8.25E+18,104,0,0,0,1,0.25,0.25,0.5,1,2
-2.1697461,53.5473652,-1.17E+18,36,0,1,0,0,0.25,0.25,0.5,1,2
-2.1679697,53.4799548,1.44E+18,25,1,0,0,0,0.25,0.25,0.5,1,2
-2.1679875,53.484449,5.80E+17,125,0,0,3,2,1.25,2.25,1.5,1.8,1.2
-2.167991,53.4853478,-3.17E+18,123,0,1,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1680266,53.4943362,8.67E+18,72,0,0,3,0,0.75,2.25,1.5,3,2
-2.1681228,53.5186047,-3.93E+18,68,5,4,3,2,3.5,1.666666667,1.290994449,0.476190476,0.368855557
-2.166477,53.4835522,2.45E+17,108,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1665158,53.4934395,-2.71E+18,30,0,0,1,0,0.25,0.25,0.5,1,2
-2.1665793,53.5096185,-1.57E+18,112,2,2,1,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.1666393,53.5248987,-7.85E+18,78,0,0,0,1,0.25,0.25,0.5,1,2
-2.1667065,53.5419765,-1.27E+17,49,1,0,0,3,1,2,1.414213562,2,1.414213562
-2.1667136,53.5437742,-7.90E+18,71,0,0,0,1,0.25,0.25,0.5,1,2
-2.1667348,53.5491671,-3.78E+17,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.1650435,53.5024299,-7.88E+18,74,2,3,0,2,1.75,1.583333333,1.258305739,0.904761905,0.719031851
-2.1650889,53.5141148,5.43E+17,47,3,1,1,1,1.5,1,1,0.666666667,0.666666667
-2.1650924,53.5150136,5.12E+18,69,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1634805,53.4880506,-8.74E+18,107,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1635359,53.502432,-4.77E+18,43,2,3,0,0,1.25,2.25,1.5,1.8,1.2
-2.1635671,53.5105215,7.85E+18,79,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
