x,y,cell_id,postcode,county,town,suburb,road,box_1,box_2,box_3,box_4
-2.2655402,53.4204534,6.50452914490822e+18,M21 7PQ,Greater Manchester,Unknown,Northern Moor,Woodlake Avenue,53.4206027,53.4219815,-2.2658047,-2.2638575
-2.2655963,53.4294419,8.68560051705832e+18,M21 7QF,Greater Manchester,Unknown,Unknown,Barlow Terrace,53.428345,53.4297375,-2.265961,-2.2634494
-2.2656636,53.4402279,-6.95426317223508e+18,M21 0XW,Greater Manchester,Unknown,Whalley Range,Chatburn Road,53.440168,53.4402318,-2.2655036,-2.2653655
-2.2624367,53.4051797,6.558309216546044e+18,M22 4JL,Greater Manchester,Wythenshawe,Benchill,Longley Lane,53.4054118,53.4056285,-2.2623263,-2.2620929
-2.262481,53.4123705,-7.941756719447872e+17,M22 4FB,Greater Manchester,Unknown,Northenden,Kenworthy Lane,53.412293,53.4126249,-2.2624632,-2.2620901
-2.2625364,53.4213589,-5.441153801290022e+18,M21 7PP,Greater Manchester,Unknown,West Didsbury,Brandwood Avenue,53.4209787,53.4217243,-2.2632551,-2.2620071
-2.2625531,53.4240555,-5.944133414741827e+18,M21 7NR,Greater Manchester,Unknown,West Didsbury,Ennerdale Avenue,53.4238549,53.4240978,-2.2637329,-2.2629068
-2.262664,53.4420323,-6.104919003042739e+18,M21 0XR,Greater Manchester,Unknown,Whalley Range,White Moss Avenue,53.4421544,53.4422445,-2.2628816,-2.2627681
-2.2609546,53.4087784,-6.054602705832648e+18,M22 4FB,Greater Manchester,Unknown,Northenden,Kenworthy Lane,53.4072285,53.412293,-2.2620901,-2.2591584
-2.2610152,53.4186657,5.17394474541024e+18,M21 7PX,Greater Manchester,Unknown,Northenden,Princess Road,53.4185542,53.4193331,-2.261077,-2.2604119
-2.2595106,53.418669,1.878073865649756e+18,M20 2ZH,Greater Manchester,Unknown,Northenden,Penroy Avenue,53.4184226,53.4191708,-2.2596694,-2.2594314
-2.259516,53.4195678,-6.359262275304227e+18,M20 2ZG,Greater Manchester,Unknown,West Didsbury,Mersey Crescent,53.4191708,53.4212593,-2.2604119,-2.2578948
-2.2595928,53.4321516,-3.1864631728776515e+18,M21 7UJ,Greater Manchester,Unknown,West Didsbury,Arrowfield Road,53.4318663,53.4348626,-2.2618253,-2.2574396
-2.2595982,53.4330505,4.728380058564738e+18,M21 7RQ,Greater Manchester,Unknown,West Didsbury,Foxbench Walk,53.4329368,53.4333439,-2.2597806,-2.2583092
-2.2596037,53.4339493,-4.3474295811440113e+18,M21 7RW,Greater Manchester,Unknown,Chorlton-cum-Hardy,Cressfield Way,53.4340273,53.4342667,-2.2605588,-2.2600976
-2.2579297,53.4060884,-5.57717648527482e+18,M22 4NH,Greater Manchester,Wythenshawe,Northenden,Morrell Road,53.4056335,53.4065667,-2.258287,-2.2558448
-2.2580223,53.4213688,-4.182704147092e+18,M20 2YQ,Greater Manchester,Unknown,West Didsbury,Craigmore Avenue,53.4212015,53.4213653,-2.2581166,-2.254993
-2.2566368,53.4411466,-7.727797502955529e+18,M16 8NL,Greater Manchester,Unknown,Whalley Range,Nettleford Road,53.4411187,53.4412289,-2.256803,-2.2566904
-2.2551799,53.4492393,-8.601520540072993e+17,M16 8HR,Greater Manchester,Unknown,Whalley Range,Alness Road,53.4491575,53.4492352,-2.255088,-2.2549018
-2.2489572,53.4150961,-5.300423288364413e+18,M20 2UN,Greater Manchester,Unknown,West Didsbury,Palatine Road,53.4145539,53.4146539,-2.2488699,-2.2487699
-2.2490098,53.4240845,-8.275522262796307e+18,M20 2UZ,Greater Manchester,Unknown,West Didsbury,Moorfield Road,53.4232488,53.4248262,-2.2494972,-2.2476453
-2.245995,53.4231919,8.072546588513413e+18,M20 2XG,Greater Manchester,Unknown,West Didsbury,Walsingham Avenue,53.4231033,53.4233652,-2.2464345,-2.2457771
-2.2414602,53.4196057,7.480125240018e+18,M20 2QT,Greater Manchester,Unknown,Didsbury,Spath Road,53.4158094,53.4197102,-2.2430127,-2.238008
-2.2400113,53.4294961,8.670404234424252e+18,M20 1LP,Greater Manchester,Unknown,Withington,Burton Road,53.4294191,53.4295191,-2.2397838,-2.2396838
-2.2370614,53.4402882,5.088858815127455e+18,M14 6DD,Greater Manchester,Unknown,Withington,Mornington Crescent,53.4399771,53.440817,-2.2374594,-2.232296
-2.2354168,53.4151235,-7.687502650302206e+18,M20 2SS,Greater Manchester,Unknown,Didsbury,Springdale Gardens,53.414868,53.4159758,-2.2370531,-2.2352369
-2.2671803,53.4420223,8.472544758162133e+18,M21 0UN,Greater Manchester,Unknown,Chorlton-cum-Hardy,St Werburgh's Road,53.4418658,53.4419456,-2.2670187,-2.2668705
-2.3197018,53.4194218,1.0683790282188992e+18,M33 3AY,Greater Manchester,Sale,Brooklands,Poplar Grove,53.4192893,53.4193893,-2.3200671,-2.3199671
-2.3076127,53.4122627,-7.932639458173423e+18,M33 3JX,Greater Manchester,Sale,Sale Moor,Forbes Close,53.4122721,53.4123523,-2.3077487,-2.3063075
-2.3016652,53.4221653,-1.5242544356434435e+18,M33 2HD,Greater Manchester,Sale,Sale Moor,Sycamore Street,53.4214533,53.4221597,-2.3021808,-2.3014835
-2.3001161,53.4158772,2.576591799082665e+18,M33 2PB,Greater Manchester,Sale,Sale Moor,Baguley Lane,53.4148026,53.4191327,-2.3004823,-2.2994953
-2.2971008,53.4149859,3.219679103544351e+18,M33 2UP,Greater Manchester,Sale,Sale Moor,Norris Road,53.4150943,53.4153006,-2.2973409,-2.2969994
-2.2939926,53.4006119,6.383070565859696e+18,M23 1ED,Greater Manchester,Wythenshawe,Baguley,Pocklington Drive,53.4000199,53.4004509,-2.2941601,-2.2927211
-2.2910583,53.4114054,3.3264424159854054e+18,M23 0WP,Greater Manchester,Unknown,Northern Moor,Greenham Road,53.4103131,53.4117683,-2.2911406,-2.2901323
-2.2895356,53.4087125,-9.115759044473532e+18,M23 0NS,Greater Manchester,Unknown,Northern Moor,Woodham Road,53.408694,53.4099557,-2.2912747,-2.2879901
-2.2895479,53.4105102,6.685257941641e+18,M23 0WJ,Greater Manchester,Unknown,Northern Moor,Moorcroft Road,53.4081014,53.4106269,-2.2941822,-2.2826393
-2.2879706,53.3997277,7.853108016871907e+18,M23 1DR,Greater Manchester,Wythenshawe,Northern Moor,Spark Road,53.3999038,53.3999371,-2.288206,-2.2877725
-2.2880557,53.4123115,-3.0121220396274294e+18,M23 0ND,Greater Manchester,Unknown,Northern Moor,Button Lane,53.410769,53.4125769,-2.2906441,-2.2871652
-2.2864606,53.3988325,8.947425011782819e+18,M23 1UB,Greater Manchester,Wythenshawe,Benchill,Royal Oak Road,53.398575,53.3991998,-2.2875622,-2.2777914
-2.2865574,53.413214,8.439564847778174e+18,M23 0LZ,Greater Manchester,Unknown,Northern Moor,Button Lane,53.4136962,53.4137868,-2.286936,-2.2867914
-2.2865634,53.4141128,2.244086235940657e+18,M23 0FP,Greater Manchester,Sale,Sale Moor,Sale Road,53.4142145,53.4143145,-2.2866603,-2.2865603
-2.2867207,53.4374827,-2.349880479014564e+18,M21 9FT,Greater Manchester,Unknown,Chorlton-cum-Hardy,Halstead Avenue,53.4374839,53.4381172,-2.2864235,-2.2857402
-2.2850589,53.4141164,-2.326150663615604e+18,M23 0FP,Greater Manchester,Sale,Sale Moor,Sale Road,53.4123589,53.4154204,-2.2882674,-2.2807426
-2.2835186,53.4087269,3.0871123551221376e+18,M23 0PP,Greater Manchester,Unknown,Northern Moor,Lawton Moor Road,53.4087744,53.4089284,-2.2874496,-2.283067
-2.2819489,53.3988432,-1.5314147021767683e+18,M23 1UB,Greater Manchester,Wythenshawe,Benchill,Royal Oak Road,53.398575,53.3991998,-2.2875622,-2.2777914
-2.2819548,53.3997421,4.224242856455708e+18,M23 1BQ,Greater Manchester,Wythenshawe,Benchill,Rawpool Gardens,53.399824,53.3999663,-2.2828387,-2.2812481
-2.2821989,53.4365946,6.065747358238092e+18,M21 8FH,Greater Manchester,Unknown,Chorlton-cum-Hardy,Lawngreen Avenue,53.4369463,53.437325,-2.2828067,-2.281986
-2.280516,53.4096329,-6.273292361791023e+18,M23 0BT,Greater Manchester,Unknown,Northern Moor,Yarmouth Drive,53.4090714,53.4108941,-2.281466,-2.2787516
-2.2806759,53.4339016,6.531833516955833e+18,M21 8EE,Greater Manchester,Unknown,Chorlton-cum-Hardy,Meadow Bank,53.4329526,53.4340029,-2.2834571,-2.2815257
-2.2789999,53.4078387,1.250282542332454e+17,M23 0PB,Greater Manchester,Unknown,Northern Moor,Wythenshawe Road,53.4073362,53.4074362,-2.2783627,-2.2782627
-2.2790235,53.4114341,1.3971966535908585e+18,M23 0LA,Greater Manchester,Unknown,Northern Moor,Newhall Drive,53.4108677,53.4116564,-2.2798053,-2.279026
-2.2774488,53.4006515,3.7625095051863823e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.4015038,53.4020952,-2.2788003,-2.2758488
-2.2775074,53.4096399,4.947301433501199e+18,M23 0PE,Greater Manchester,Unknown,Northern Moor,Carloon Road,53.4074022,53.4108696,-2.2779091,-2.2770664
-2.2760031,53.4096434,-8.820616222601541e+18,M23 0BW,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4085953,53.409562,-2.2770042,-2.2746723
-2.2760206,53.4123399,5.726773707050737e+18,M23 0EH,Greater Manchester,Unknown,Northern Moor,Welshpool Close,53.4121266,53.412406,-2.2761082,-2.2758823
-2.276143,53.4312156,-9.943563481311644e+17,M21 8ES,Greater Manchester,Unknown,Chorlton-cum-Hardy,Cundiff Road,53.4310331,53.433945,-2.2768725,-2.2740736
-2.2761954,53.4393052,2.4766142035916774e+18,M21 9DF,Greater Manchester,Unknown,Chorlton-cum-Hardy,High Lane,53.4394968,53.4396573,-2.2764604,-2.2762149
-2.2744409,53.4006584,7.05146000422745e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.3994912,53.4009009,-2.2931144,-2.2706426
-2.2744872,53.4078492,5.587628396275937e+18,M23 0BW,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4085953,53.409562,-2.2770042,-2.2746723
-2.274493,53.408748,-1.541227490034445e+17,M23 0BW,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4085953,53.409562,-2.2770042,-2.2746723
-2.2730118,53.4123469,-3.201484322756806e+18,M23 0FH,Greater Manchester,Unknown,Northenden,Barry Road,53.4122056,53.412605,-2.2739643,-2.2696427
-2.2714272,53.3997665,-2.2383745192483064e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.399739,53.399839,-2.2709849,-2.2708849
-2.2715074,53.4123503,-2.9138053306744724e+18,M23 0FH,Greater Manchester,Unknown,Northenden,Barry Road,53.4122056,53.412605,-2.2739643,-2.2696427
-2.270003,53.4123537,8.28959597842336e+18,M23 0FH,Greater Manchester,Unknown,Northenden,Barry Road,53.4122056,53.412605,-2.2739643,-2.2696427
-2.2701627,53.4375213,-2.5081149479666847e+18,M21 8TX,Greater Manchester,Unknown,Chorlton-cum-Hardy,Brookfield Avenue,53.4369529,53.4380206,-2.2698685,-2.269844
-2.2702026,53.4438132,-6.613529891886863e+18,M21 0UH,Greater Manchester,Unknown,Chorlton-cum-Hardy,Ellesmere Road,53.4437159,53.4437901,-2.2700956,-2.2699295
-2.270254,53.4519027,-5.846948052282024e+18,M16 9RR,Greater Manchester,Unknown,Old Trafford,Wellington Crescent,53.4517075,53.4528671,-2.2704519,-2.2685476
-2.2685836,53.4258398,2.388967691014492e+18,M21 7JH,Greater Manchester,Unknown,Unknown,Godbert Avenue,53.4260481,53.4270688,-2.268614,-2.2674299
-2.2654394,53.4042742,5.306168693943068e+18,M22 4BS,Greater Manchester,Wythenshawe,Northenden,Gibwood Road,53.4025761,53.4059728,-2.2662566,-2.2654775
-2.2654506,53.4060719,1.919470700379256e+17,M22 4DH,Greater Manchester,Unknown,Northenden,Unknown,53.4059728,53.4066339,-2.2654775,-2.265363
-2.265473,53.4096673,-5.106175553059e+18,M22 4DN,Greater Manchester,Unknown,Northenden,Homewood Road,53.4065197,53.4106671,-2.2652307,-2.2613201
-2.2655515,53.4222511,2.569002052646554e+18,M21 7PA,Greater Manchester,Unknown,West Didsbury,Caldervale Avenue,53.4204098,53.4242041,-2.2658808,-2.2612787
-2.2639576,53.407873,-7.392318821772542e+18,M22 4DN,Greater Manchester,Unknown,Northenden,Homewood Road,53.4067154,53.4071858,-2.2640523,-2.263613
-2.2639687,53.4096706,-1.2125214881977265e+18,M22 4DQ,Greater Manchester,Unknown,Northenden,Unknown,53.409791,53.4099445,-2.2650683,-2.2642437
-2.2625475,53.4231566,4.620571431220991e+18,M21 7NU,Greater Manchester,Unknown,West Didsbury,Waterside Close,53.4228809,53.4230111,-2.2628444,-2.2623468
-2.2609161,53.4024865,-5.9333245812906e+18,M22 4AG,Greater Manchester,Wythenshawe,Benchill,Penarth Road,53.4022035,53.4042736,-2.2617101,-2.2594801
-2.2610648,53.4267553,1.8815983453990292e+18,M21 7AY,Greater Manchester,Unknown,West Didsbury,Fielden Court,53.4270771,53.4273629,-2.2611532,-2.2608133
-2.2596202,53.4366458,8.095299380258925e+18,M21 7SU,Greater Manchester,Unknown,Whalley Range,Mauldeth Road West,53.4372231,53.438149,-2.2608929,-2.2578379
-2.2565988,53.4348547,3.9224017095204736e+17,M21 7RH,Greater Manchester,Unknown,West Didsbury,Batchelor Close,53.4345844,53.4349343,-2.2564142,-2.2562202
-2.2550236,53.4231729,6.458548276711831e+17,M20 2YD,Greater Manchester,Unknown,West Didsbury,Darley Avenue,53.422717,53.4232233,-2.2564924,-2.2545646
-2.255029,53.4240718,3.865591119366498e+18,M20 2YD,Greater Manchester,Unknown,West Didsbury,Ashwood Avenue,53.4230251,53.4248074,-2.2558165,-2.254415
-2.2534225,53.4069969,-8.701035168749825e+17,M22 4NQ,Greater Manchester,Unknown,Northenden,Ford Lane,53.4070363,53.4072422,-2.2538325,-2.2532309
-2.251913,53.4061013,-1.5418926877619315e+18,M22 4NS,Greater Manchester,Wythenshawe,Northenden,Hollyway,53.4052915,53.4059997,-2.2528667,-2.251591
-2.2504036,53.4052056,7.958228763456461e+18,M22 4NB,Greater Manchester,Wythenshawe,Northenden,Bucklow Drive,53.404531,53.4054593,-2.2514014,-2.2497539
-2.248994,53.421388,-6.940811053869699e+18,M20 2PF,Greater Manchester,Unknown,West Didsbury,Beeches Mews,53.4202714,53.4224704,-2.249391,-2.2462345
-2.2490308,53.4276799,1.0363132378032504e+18,M20 2AN,Greater Manchester,Unknown,West Didsbury,Nell Lane,53.4271809,53.4281318,-2.2497282,-2.2464009
-2.2400367,53.4339903,-7.794109970716496e+18,M20 1EN,Greater Manchester,Unknown,West Didsbury,Longport Avenue,53.4335594,53.4343074,-2.2426629,-2.2397635
-2.2384811,53.4250049,3.009794508448604e+18,M20 2NR,Greater Manchester,Unknown,West Didsbury,Raleigh Close,53.4253843,53.4255241,-2.2382976,-2.2379766
-2.2385516,53.4375887,3.5090246958180787e+18,M20 1GJ,Greater Manchester,Unknown,West Didsbury,Doncaster Avenue,53.4347043,53.439817,-2.2404704,-2.2370447
-2.2371416,53.4546696,7.78287449956744e+18,M14 4JG,Greater Manchester,Unknown,Moss Side,Fred Tilson Close,53.4537219,53.4546945,-2.2374931,-2.2364438
-2.2354515,53.4214155,-1.070523536778915e+18,M20 6TP,Greater Manchester,Unknown,Didsbury,Pine Road,53.4185427,53.4227007,-2.2356701,-2.2340287
-2.2324814,53.4286121,6.563400240211242e+18,M20 3PP,Greater Manchester,Unknown,Withington,Oak Road,53.4278791,53.4292423,-2.2328296,-2.2283254
-2.2294666,53.4277191,-6.710605221209262e+18,M20 3PP,Greater Manchester,Unknown,Withington,Oak Road,53.4278707,53.4279707,-2.2286752,-2.2285752
-2.227952,53.4259243,-4.701927272354987e+18,M20 4TN,Greater Manchester,Unknown,Withington,Ferndene Road,53.4259614,53.4260648,-2.2279868,-2.2278382
-2.2279857,53.4322162,-5.559534301732892e+16,M20 4AW,Greater Manchester,Unknown,Withington,St Paul's Road,53.4324595,53.4326369,-2.2281709,-2.2276641
-2.2189459,53.4304354,-6.531712291690979e+18,M20 4XB,Greater Manchester,Unknown,Ladybarn,Stephens Road,53.4282542,53.4305313,-2.2223725,-2.2156198
-2.3077166,53.4266441,4.829307313870339e+18,M33 2FS,Greater Manchester,Sale,Sale Moor,Kingston Drive,53.4255393,53.4270658,-2.3080709,-2.3066445
-2.3078401,53.443722,1.4040093102714191e+18,M32 8LX,Greater Manchester,Stretford,Unknown,Lacy Street,53.443089,53.4443367,-2.3085395,-2.3073918
-2.3000971,53.4131807,-7.94378409436662e+17,M33 2TX,Greater Manchester,Sale,Sale Moor,Royton Avenue,53.4115395,53.4141371,-2.3029705,-2.2998498
-2.3001225,53.416776,8.42856210630621e+18,M33 2RP,Greater Manchester,Sale,Sale Moor,Budworth Road,53.4163751,53.4180366,-2.3003909,-2.298052
-2.2985738,53.4104879,3.307107029329175e+16,M33 2XN,Greater Manchester,Sale,Sale Moor,Gawsworth Road,53.4103328,53.4115432,-2.3000508,-2.2981796
-2.2986053,53.4149821,5.472887321230796e+18,M33 2UP,Greater Manchester,Sale,Sale Moor,Norris Road,53.4147548,53.4148548,-2.2984909,-2.2983909
-2.294005,53.4024095,-8.026857273822355e+17,M23 0GH,Greater Manchester,Wythenshawe,Baguley,Longfield Road,53.4023292,53.4030957,-2.2941419,-2.2940315
-2.2910768,53.4141019,-8.674580639741198e+18,M23 0GD,Greater Manchester,Unknown,Northern Moor,Kerscott Road,53.4130898,53.4151688,-2.2933158,-2.2879836
-2.2911321,53.4221915,-3.237651230923631e+18,M33 2ZS,Greater Manchester,Sale,Sale Moor,Riding Close,53.4218922,53.4226397,-2.2923812,-2.2907856
-2.2894868,53.4015217,-4.756920689166903e+18,M23 0QB,Greater Manchester,Wythenshawe,Northern Moor,Bideford Drive,53.4014187,53.4034119,-2.2949153,-2.2884265
-2.2895112,53.4051171,-6.543904441272119e+18,M23 9RQ,Greater Manchester,Wythenshawe,Northern Moor,Lawnhurst Avenue,53.4042478,53.4050122,-2.2930686,-2.2899286
-2.2895418,53.4096113,7.44025541745218e+18,M23 0WQ,Greater Manchester,Unknown,Northern Moor,Wisbech Drive,53.4094295,53.4097492,-2.2895672,-2.2894063
-2.2879767,53.4006265,8.13666501568698e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.4005995,53.4006995,-2.2884246,-2.2883246
-2.2880618,53.4132103,6.695669323658142e+18,M23 0HP,Greater Manchester,Unknown,Northern Moor,Feldom Road,53.4129881,53.4130732,-2.2883664,-2.2872845
-2.2880679,53.4141092,-2.836670763106411e+18,M23 0HG,Greater Manchester,Unknown,Northern Moor,Healey Close,53.4137941,53.4141618,-2.2881337,-2.287392
-2.2864304,53.3943382,-3.123651307932916e+18,M23 1HZ,Greater Manchester,Wythenshawe,Newall Green,Unknown,53.3944018,53.3950206,-2.2866831,-2.2855652
-2.2864727,53.4006302,-5.960869964861773e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.4007448,53.4008448,-2.2860146,-2.2859146
-2.2865332,53.4096186,-8.994877886770574e+18,M23 0PN,Greater Manchester,Unknown,Northern Moor,Boxhill Drive,53.4096661,53.4099091,-2.2869387,-2.2856727
-2.2850168,53.4078245,6.532528607631363e+18,M23 0PB,Greater Manchester,Unknown,Northern Moor,Wythenshawe Road,53.4071781,53.4081464,-2.2943795,-2.2752198
-2.285065,53.4150153,2.4128456972569595e+18,M23 0EG,Greater Manchester,Unknown,Northern Moor,Melsomby Road,53.4143648,53.4148055,-2.286466,-2.2835338
-2.2834409,53.397042,7.065482650193608e+18,M23 1HE,Greater Manchester,Wythenshawe,Newall Green,Heyland Road,53.3965557,53.3971861,-2.2855417,-2.2835774
-2.2819608,53.4006409,3.1102304724397194e+18,M23 9AA,Greater Manchester,Wythenshawe,Benchill,Altrincham Road,53.4009074,53.4010074,-2.2818945,-2.2817945
-2.2820322,53.411427,1.9186760131474184e+18,M23 0LR,Greater Manchester,Unknown,Northern Moor,Brows Avenue,53.4114973,53.4118173,-2.2821809,-2.2813281
-2.280445,53.3988468,-1.2834960208387013e+18,M23 1UB,Greater Manchester,Wythenshawe,Benchill,Royal Oak Road,53.398575,53.3991998,-2.2875622,-2.2777914
-2.2807233,53.4410923,4.813159392861824e+18,M21 9DF,Greater Manchester,Unknown,Chorlton-cum-Hardy,High Lane,53.4388377,53.4409294,-2.283035,-2.2747963
-2.2790058,53.4087376,-9.079078786806893e+18,M23 0QA,Greater Manchester,Unknown,Northern Moor,Lawton Moor Road,53.408358,53.4088489,-2.283067,-2.2748407
-2.2790176,53.4105353,-7.201989482068913e+17,M23 0BT,Greater Manchester,Unknown,Northern Moor,Yarmouth Drive,53.4099002,53.4107994,-2.2805379,-2.2788643
-2.2775132,53.4105388,-8.090254249577434e+17,M23 0PE,Greater Manchester,Unknown,Northern Moor,Carloon Road,53.4074022,53.4108696,-2.2779091,-2.2770664
-2.2776891,53.437504,6.502269602544244e+18,M21 9FD,Greater Manchester,Unknown,Chorlton-cum-Hardy,Beech Road,53.4374663,53.437581,-2.2769572,-2.276811
-2.2759973,53.4087446,5.090933542953085e+18,M23 0BW,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4085953,53.409562,-2.2770042,-2.2746723
-2.2761779,53.4366087,2.0201258376488975e+18,M21 8BU,Greater Manchester,Unknown,Chorlton-cum-Hardy,Reeves Road,53.4366046,53.436747,-2.2764165,-2.2762187
-2.2744988,53.4096469,-8.652780654463675e+18,M23 0BW,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4085953,53.409562,-2.2770042,-2.2746723
-2.2745046,53.4105457,1.6388922407742472e+18,M23 0DG,Greater Manchester,Unknown,Northern Moor,Rackhouse Road,53.4097691,53.4117055,-2.274452,-2.2736636
-2.2745162,53.4123434,-3.003564523107645e+18,M23 0EF,Greater Manchester,Unknown,Northern Moor,Lindwall Close,53.4117959,53.4130667,-2.2753577,-2.2748729
-2.273006,53.411448,8.034210142837126e+18,M23 0DU,Greater Manchester,Unknown,Northenden,Yewtree Lane,53.4117509,53.412125,-2.2729352,-2.2723166
-2.2731905,53.440211,7.387672678771811e+18,M21 8BF,Greater Manchester,Unknown,Chorlton-cum-Hardy,Zetland Road,53.4389853,53.4411743,-2.2746036,-2.2732345
-2.2699973,53.4114549,8.390588510712099e+18,M23 0DU,Greater Manchester,Unknown,Northenden,Yewtree Lane,53.4114739,53.4117055,-2.2736636,-2.2697509
-2.2684816,53.4096606,8.549456409320923e+18,M23 0DS,Greater Manchester,Unknown,Northenden,Fairmead Road,53.4095973,53.4113022,-2.26862,-2.2682612
-2.2671577,53.4384269,4.136874467411105e+18,M21 8UL,Greater Manchester,Unknown,Chorlton-cum-Hardy,Park Brow Close,53.437642,53.4380966,-2.2672858,-2.2672136
-2.2654786,53.4105662,5.190976375843751e+18,M22 4DN,Greater Manchester,Unknown,Northenden,Homewood Road,53.4065197,53.4106671,-2.2652307,-2.2613201
-2.2655627,53.4240488,-1.2222511258673623e+18,M21 7NJ,Greater Manchester,Unknown,Unknown,Astbury Avenue,53.4242142,53.4245858,-2.2652208,-2.2646525
-2.2655907,53.428543,3.654799337265088e+18,M21 7WA,Greater Manchester,Unknown,Unknown,Littler Avenue,53.4280963,53.4284441,-2.2658738,-2.2653036
-2.265658,53.4393291,-9.022927791816161e+18,M21 0XJ,Greater Manchester,Unknown,Chorlton-cum-Hardy,Egerton Road South,53.4393683,53.4394644,-2.2656774,-2.2655389
-2.3060954,53.4104689,-6.093026192313531e+17,M33 3LG,Greater Manchester,Sale,Sale Moor,Buxton Crescent,53.4105472,53.4106647,-2.3074958,-2.3045466
-2.309215,53.4257414,-2.376948336219e+18,M33 2FX,Greater Manchester,Sale,Sale Moor,Broad Road,53.4227631,53.4259842,-2.3153848,-2.29706
-2.2639297,53.4033787,-1.3090145850073193e+18,M22 4BX,Greater Manchester,Wythenshawe,Northenden,Parnell Avenue,53.4034719,53.404022,-2.2642973,-2.2639111
-2.2640411,53.4213556,-2.2871963205670208e+18,M21 7QD,Greater Manchester,Unknown,West Didsbury,Whiteholme Avenue,53.4213683,53.4222978,-2.2643544,-2.2619848
-2.2640579,53.4240521,-9.012056442493738e+18,M21 7NS,Greater Manchester,Unknown,West Didsbury,Merseybank Avenue,53.4209067,53.4242041,-2.2640802,-2.261121
-2.2624256,53.403382,-1.4449873500311124e+18,M22 4AX,Greater Manchester,Wythenshawe,Northenden,Calder Avenue,53.4031777,53.4035452,-2.2621415,-2.2607246
-2.2625641,53.4258532,6.7320696059877096e+16,M21 7GN,Greater Manchester,Unknown,West Didsbury,Leacroft Road,53.4253509,53.42662,-2.2632287,-2.261756
-2.2627417,53.454616,5.736598282764538e+18,M16 9RD,Greater Manchester,Unknown,Whalley Range,Whalley Road,53.4544486,53.454657,-2.2629616,-2.2626115
-2.3015634,53.4077838,-9.981322558650463e+17,M23 9QH,Greater Manchester,Unknown,Baguley,Cutgate Close,53.4076598,53.4080654,-2.3014039,-2.3009585
-2.3000781,53.4104842,2.6745801424573824e+18,M33 2XN,Greater Manchester,Sale,Sale Moor,Warslow Drive,53.4096973,53.4107842,-2.300042,-2.2986117
-2.2609601,53.4096773,1.868635445575148e+18,M22 4DS,Greater Manchester,Unknown,Northenden,Greenpark Road,53.4071113,53.4097606,-2.2630957,-2.2606344
-2.2610317,53.4213622,-5.735252502786715e+18,M21 7WW,Greater Manchester,Unknown,West Didsbury,Waincliffe Avenue,53.4213145,53.4220913,-2.2613084,-2.2598946
-2.2611475,53.4402379,-8.332816056464968e+18,M21 0YS,Greater Manchester,Unknown,Whalley Range,Daventry Road,53.4402537,53.4403187,-2.2608375,-2.2606933
-2.2986116,53.415881,-6.88246203398224e+18,M33 2RS,Greater Manchester,Sale,Sale Moor,Thelwall Road,53.4161572,53.4167317,-2.2995562,-2.2932569
-2.2940174,53.4042072,2.0690500941227208e+18,M23 9RW,Greater Manchester,Wythenshawe,Northern Moor,Lawnhurst Avenue,53.4039346,53.4047987,-2.2938376,-2.2894368
-2.2940919,53.4149933,7.782881528810355e+18,M33 2YP,Greater Manchester,Sale,Sale Moor,Hoylake Road,53.4140126,53.4160643,-2.2949462,-2.2905294
-2.2941167,53.4185887,9.172017330033299e+18,M33 2SB,Greater Manchester,Sale,Sale Moor,Sandbach Road,53.418098,53.4187407,-2.2938892,-2.2937265
-2.2911136,53.4194949,1.8303920100038152e+18,M33 2JY,Greater Manchester,Sale,Sale Moor,Rosewood Gardens,53.4195326,53.4199302,-2.2911662,-2.2911273
-2.2580386,53.4240653,6.490642147098197e+18,Unknown,Greater Manchester,Unknown,West Didsbury,Darley Avenue,53.423609,53.4237155,-2.2580801,-2.2577582
-2.2955776,53.4122931,-1.2845659104147075e+17,M23 0GT,Greater Manchester,Unknown,Northern Moor,Kerscott Road,53.4121712,53.4122111,-2.2953597,-2.295298
-2.2564364,53.4078894,5.743784141191667e+17,M22 4WW,Greater Manchester,Unknown,Northenden,Allanson Road,53.407302,53.4085586,-2.2565492,-2.2560817
-2.2565176,53.421372,5.1081030083322e+18,M20 2YQ,Greater Manchester,Unknown,West Didsbury,Craigmore Avenue,53.4212015,53.4213653,-2.2581166,-2.254993
-2.2566476,53.4429442,-4.2051853864152893e+18,M21 0ZA,Greater Manchester,Unknown,Whalley Range,Withington Road,53.442823,53.442906,-2.256932,-2.2567485
-2.2895784,53.4150044,-2.5676764656950103e+18,M33 2RD,Greater Manchester,Sale,Sale Moor,Boundary Grove,53.4152921,53.415398,-2.289647,-2.2896177
